# N u(x=0.25) u(x=0.5)
170 -0.0902626 0.232239
171 -0.0902565 0.232247
172 -0.0902506 0.232255
173 -0.0902565 0.232264
174 -0.0902623 0.232272
175 -0.0902565 0.23228
176 -0.0902509 0.232288
177 -0.0902565 0.232296
178 -0.090262 0.232304
179 -0.0902565 0.232312
180 -0.0902511 0.232319
181 -0.0902565 0.232327
182 -0.0902618 0.232334
183 -0.0902565 0.232342
184 -0.0902513 0.232349
185 -0.0902565 0.232356
186 -0.0902616 0.232364
187 -0.0902565 0.232371
188 -0.0902516 0.232378
189 -0.0902565 0.232385
190 -0.0902614 0.232392
191 -0.0902565 0.232398
192 -0.0902518 0.232405
193 -0.0902565 0.232412
194 -0.0902612 0.232419
195 -0.0902565 0.232425
196 -0.090252 0.232432
197 -0.0902565 0.232438
198 -0.090261 0.232444
199 -0.0902565 0.232451
200 -0.0902521 0.232457
